in-degree distribution (probability density function of the degree in logarithmic bins) 
3.34009	0.316552
5.37195	0.0796739
7.90833	0.039725
11.4167	0.0189484
16.5342	0.0112209
24.6341	0.00429436
36.2647	0.00242664
52.087	0.00111857
78.4444	0.000298256
118.571	0.000158072
139	1.53875e-05

in-degree distribution (degree-occurrences) 
3	0.293
4	0.151
5	0.103
6	0.061
7	0.047
8	0.037
9	0.036
10	0.02
11	0.026
12	0.021
13	0.017
14	0.018
15	0.012
16	0.006
17	0.01
18	0.009
19	0.013
20	0.005
21	0.005
22	0.004
23	0.004
24	0.008
25	0.004
26	0.006
27	0.005
28	0.003
29	0.002
30	0.002
32	0.002
33	0.004
34	0.005
35	0.003
36	0.004
37	0.002
38	0.002
39	0.002
40	0.003
41	0.002
42	0.001
43	0.002
44	0.001
45	0.003
46	0.001
47	0.002
49	0.002
50	0.003
51	0.002
52	0.001
53	0.002
60	0.002
61	0.001
62	0.001
64	0.002
66	0.001
69	0.002
77	0.001
78	0.001
82	0.001
84	0.001
90	0.001
91	0.001
105	0.001
107	0.001
114	0.001
121	0.001
122	0.001
124	0.001
137	0.001
139	0.001


--------------------------------------
out-degree distribution (probability density function of the degree in logarithmic bins) 
6	0.0163701
7	0.0425478
8	0.068248
9	0.130323
10	0.195279
11	0.19395
12.3628	0.154389
14.3261	0.0280031
17.6667	0.00145027

out-degree distribution (degree-occurrences) 
6	0.012
7	0.035
8	0.063
9	0.135
10	0.227
11	0.253
12	0.144
13	0.082
14	0.031
15	0.015
17	0.002
19	0.001


--------------------------------------
community distribution (size-occurrences)
69	0.111111
70	0.111111
78	0.111111
80	0.111111
86	0.111111
90	0.111111
164	0.111111
179	0.111111
184	0.111111


--------------------------------------
mixing parameter (in-links)
2.07501e-05	0.986
0.0227488	0.003
0.0416667	0.002
0.0588235	0.001
0.0909091	0.001
0.111111	0.001
0.2	0.002
0.25	0.001
0.333333	0.003

--------------------------------------
mixing parameter (out-links)
0	0.992
0.154762	0.004
0.285714	0.001
0.333333	0.001
0.428571	0.001
0.714286	0.001

--------------------------------------
