1	6 
2	8 
3	6 
4	5 
5	3 
6	6 
7	3 
8	8 
9	3 
10	8 
11	4 
12	7 
13	2 
14	5 
15	6 
16	6 
17	2 
18	3 
19	1 
20	6 
21	5 
22	5 
23	9 
24	6 
25	6 
26	4 
27	4 
28	6 
29	7 
30	3 
31	7 
32	5 
33	5 
34	8 
35	8 
36	7 
37	2 
38	6 
39	5 
40	7 
41	7 
42	6 
43	7 
44	3 
45	7 
46	9 
47	1 
48	9 
49	3 
50	3 
51	5 
52	1 
53	6 
54	2 
55	9 
56	5 
57	7 
58	9 
59	9 
60	4 
61	3 
62	6 
63	3 
64	1 
65	6 
66	8 
67	1 
68	5 
69	3 
70	8 
71	1 
72	7 
73	6 
74	3 
75	6 
76	2 
77	7 
78	2 
79	3 
80	1 
81	3 
82	3 
83	7 
84	9 
85	6 
86	6 
87	7 
88	2 
89	5 
90	1 
91	6 
92	6 
93	7 
94	6 
95	5 
96	6 
97	3 
98	6 
99	3 
100	6 
101	6 
102	6 
103	2 
104	1 
105	8 
106	3 
107	2 
108	5 
109	8 
110	5 
111	3 
112	6 
113	8 
114	5 
115	6 
116	7 
117	3 
118	1 
119	9 
120	2 
121	5 
122	7 
123	1 
124	1 
125	1 
126	7 
127	4 
128	4 
129	1 
130	8 
131	3 
132	3 
133	3 
134	4 
135	6 
136	4 
137	5 
138	1 
139	5 
140	7 
141	5 
142	3 
143	3 
144	6 
145	6 
146	2 
147	3 
148	4 
149	3 
150	4 
151	7 
152	6 
153	6 
154	6 
155	7 
156	7 
157	9 
158	2 
159	4 
160	7 
161	3 
162	4 
163	7 
164	7 
165	6 
166	3 
167	4 
168	2 
169	7 
170	1 
171	5 
172	1 
173	6 
174	3 
175	3 
176	7 
177	7 
178	3 
179	4 
180	9 
181	5 
182	7 
183	3 
184	6 
185	6 
186	5 
187	5 
188	9 
189	6 
190	4 
191	6 
192	6 
193	3 
194	5 
195	6 
196	6 
197	1 
198	9 
199	3 
200	2 
201	6 
202	4 
203	8 
204	4 
205	7 
206	3 
207	6 
208	9 
209	6 
210	6 
211	5 
212	7 
213	7 
214	6 
215	8 
216	3 
217	3 
218	7 
219	7 
220	9 
221	6 
222	3 
223	3 
224	7 
225	8 
226	5 
227	3 
228	2 
229	7 
230	1 
231	9 
232	6 
233	8 
234	4 
235	4 
236	5 
237	5 
238	7 
239	2 
240	7 
241	3 
242	7 
243	7 
244	6 
245	7 
246	4 
247	3 
248	3 
249	7 
250	9 
251	6 
252	5 
253	3 
254	7 
255	7 
256	9 
257	4 
258	6 
259	7 
260	3 
261	7 
262	5 
263	4 
264	4 
265	7 
266	1 
267	2 
268	1 
269	6 
270	2 
271	2 
272	3 
273	7 
274	5 
275	7 
276	3 
277	4 
278	6 
279	4 
280	3 
281	7 
282	7 
283	8 
284	4 
285	7 
286	6 
287	4 
288	3 
289	7 
290	7 
291	3 
292	3 
293	7 
294	6 
295	3 
296	2 
297	3 
298	7 
299	8 
300	2 
301	7 
302	8 
303	8 
304	5 
305	8 
306	3 
307	6 
308	3 
309	2 
310	6 
311	9 
312	9 
313	6 
314	7 
315	5 
316	3 
317	3 
318	6 
319	6 
320	7 
321	3 
322	3 
323	8 
324	6 
325	2 
326	6 
327	6 
328	8 
329	3 
330	8 
331	7 
332	7 
333	1 
334	4 
335	7 
336	8 
337	9 
338	6 
339	4 
340	8 
341	6 
342	4 
343	7 
344	4 
345	9 
346	7 
347	9 
348	4 
349	1 
350	4 
351	7 
352	8 
353	6 
354	7 
355	8 
356	6 
357	5 
358	6 
359	3 
360	3 
361	7 
362	8 
363	7 
364	7 
365	7 
366	3 
367	6 
368	4 
369	6 
370	7 
371	9 
372	6 
373	3 
374	4 
375	9 
376	3 
377	4 
378	8 
379	5 
380	7 
381	1 
382	9 
383	4 
384	1 
385	3 
386	3 
387	3 
388	5 
389	3 
390	5 
391	9 
392	5 
393	3 
394	7 
395	1 
396	6 
397	2 
398	7 
399	7 
400	7 
401	4 
402	1 
403	9 
404	6 
405	2 
406	3 
407	6 
408	6 
409	2 
410	5 
411	7 
412	7 
413	2 
414	6 
415	3 
416	1 
417	6 
418	4 
419	9 
420	6 
421	7 
422	8 
423	5 
424	9 
425	5 
426	4 
427	1 
428	3 
429	6 
430	6 
431	4 
432	9 
433	6 
434	3 
435	9 
436	8 
437	3 
438	6 
439	6 
440	1 
441	2 
442	7 
443	7 
444	6 
445	6 
446	1 
447	4 
448	7 
449	6 
450	7 
451	6 
452	3 
453	3 
454	6 
455	9 
456	6 
457	7 
458	6 
459	1 
460	4 
461	4 
462	9 
463	6 
464	9 
465	3 
466	7 
467	6 
468	8 
469	6 
470	5 
471	2 
472	3 
473	4 
474	9 
475	5 
476	2 
477	9 
478	6 
479	3 
480	7 
481	6 
482	6 
483	4 
484	8 
485	6 
486	1 
487	9 
488	3 
489	7 
490	2 
491	2 
492	9 
493	5 
494	5 
495	6 
496	1 
497	3 
498	7 
499	3 
500	7 
501	6 
502	3 
503	6 
504	3 
505	3 
506	7 
507	4 
508	7 
509	7 
510	3 
511	5 
512	8 
513	3 
514	5 
515	8 
516	1 
517	7 
518	3 
519	6 
520	7 
521	2 
522	8 
523	5 
524	9 
525	6 
526	7 
527	4 
528	1 
529	6 
530	7 
531	6 
532	5 
533	8 
534	6 
535	1 
536	6 
537	5 
538	2 
539	5 
540	1 
541	3 
542	3 
543	3 
544	3 
545	3 
546	7 
547	1 
548	3 
549	7 
550	2 
551	3 
552	3 
553	3 
554	8 
555	8 
556	6 
557	3 
558	5 
559	1 
560	3 
561	7 
562	1 
563	3 
564	4 
565	6 
566	9 
567	7 
568	3 
569	6 
570	7 
571	4 
572	9 
573	5 
574	2 
575	7 
576	7 
577	8 
578	7 
579	6 
580	3 
581	3 
582	2 
583	5 
584	3 
585	4 
586	7 
587	8 
588	7 
589	2 
590	3 
591	5 
592	1 
593	7 
594	4 
595	7 
596	8 
597	6 
598	7 
599	7 
600	3 
601	3 
602	1 
603	6 
604	3 
605	6 
606	9 
607	4 
608	9 
609	7 
610	3 
611	6 
612	4 
613	7 
614	9 
615	1 
616	5 
617	8 
618	1 
619	5 
620	6 
621	4 
622	6 
623	5 
624	6 
625	3 
626	6 
627	6 
628	3 
629	3 
630	3 
631	7 
632	7 
633	8 
634	3 
635	7 
636	3 
637	4 
638	7 
639	6 
640	6 
641	6 
642	2 
643	8 
644	9 
645	7 
646	2 
647	5 
648	6 
649	8 
650	6 
651	7 
652	8 
653	5 
654	2 
655	6 
656	6 
657	6 
658	5 
659	3 
660	2 
661	1 
662	8 
663	4 
664	8 
665	6 
666	1 
667	3 
668	8 
669	9 
670	6 
671	3 
672	6 
673	7 
674	6 
675	7 
676	6 
677	5 
678	5 
679	7 
680	6 
681	7 
682	2 
683	5 
684	5 
685	8 
686	1 
687	3 
688	5 
689	7 
690	7 
691	3 
692	9 
693	1 
694	7 
695	8 
696	1 
697	7 
698	6 
699	5 
700	6 
701	2 
702	8 
703	2 
704	9 
705	5 
706	1 
707	3 
708	7 
709	4 
710	7 
711	1 
712	1 
713	3 
714	8 
715	7 
716	5 
717	3 
718	7 
719	6 
720	8 
721	7 
722	5 
723	6 
724	9 
725	6 
726	3 
727	3 
728	3 
729	6 
730	2 
731	7 
732	8 
733	4 
734	6 
735	7 
736	1 
737	8 
738	4 
739	6 
740	2 
741	2 
742	8 
743	3 
744	3 
745	6 
746	4 
747	3 
748	3 
749	8 
750	7 
751	3 
752	7 
753	9 
754	8 
755	6 
756	6 
757	8 
758	7 
759	8 
760	9 
761	6 
762	5 
763	3 
764	5 
765	3 
766	3 
767	8 
768	7 
769	8 
770	9 
771	8 
772	9 
773	5 
774	6 
775	9 
776	7 
777	1 
778	2 
779	2 
780	3 
781	5 
782	8 
783	4 
784	3 
785	3 
786	3 
787	3 
788	3 
789	3 
790	9 
791	3 
792	6 
793	1 
794	7 
795	5 
796	8 
797	3 
798	7 
799	9 
800	2 
801	2 
802	2 
803	5 
804	9 
805	6 
806	5 
807	5 
808	7 
809	5 
810	5 
811	3 
812	3 
813	6 
814	7 
815	3 
816	7 
817	9 
818	9 
819	4 
820	7 
821	9 
822	8 
823	6 
824	2 
825	1 
826	1 
827	6 
828	8 
829	3 
830	7 
831	3 
832	6 
833	4 
834	6 
835	6 
836	3 
837	6 
838	6 
839	2 
840	2 
841	3 
842	3 
843	4 
844	2 
845	6 
846	8 
847	2 
848	6 
849	1 
850	7 
851	1 
852	2 
853	2 
854	2 
855	3 
856	8 
857	9 
858	3 
859	5 
860	6 
861	1 
862	2 
863	6 
864	9 
865	4 
866	7 
867	4 
868	2 
869	8 
870	3 
871	7 
872	4 
873	5 
874	7 
875	3 
876	3 
877	4 
878	3 
879	7 
880	5 
881	1 
882	6 
883	2 
884	5 
885	7 
886	7 
887	3 
888	9 
889	1 
890	1 
891	5 
892	3 
893	1 
894	8 
895	9 
896	9 
897	4 
898	1 
899	9 
900	5 
901	3 
902	6 
903	3 
904	7 
905	3 
906	6 
907	3 
908	7 
909	4 
910	9 
911	8 
912	6 
913	1 
914	2 
915	9 
916	9 
917	2 
918	3 
919	8 
920	6 
921	7 
922	9 
923	6 
924	4 
925	7 
926	9 
927	7 
928	6 
929	8 
930	4 
931	4 
932	4 
933	8 
934	9 
935	4 
936	7 
937	2 
938	6 
939	5 
940	3 
941	6 
942	6 
943	1 
944	4 
945	5 
946	5 
947	2 
948	7 
949	4 
950	6 
951	6 
952	8 
953	3 
954	9 
955	7 
956	6 
957	3 
958	4 
959	2 
960	6 
961	4 
962	6 
963	1 
964	6 
965	3 
966	4 
967	4 
968	4 
969	8 
970	9 
971	3 
972	9 
973	4 
974	4 
975	7 
976	8 
977	3 
978	3 
979	7 
980	3 
981	9 
982	4 
983	1 
984	9 
985	3 
986	5 
987	9 
988	6 
989	6 
990	6 
991	3 
992	7 
993	3 
994	6 
995	7 
996	7 
997	6 
998	3 
999	3 
1000	6 
